"fips","state","county","premature_death.num_deaths","premature_death.years_of_potential_life_lost_rate","poor_or_fair_health.pct_fairoverpoor","poor_physical_health_days.physically_unhealthy","poor_mental_health_days.mentally_unhealthy","low_birthweight.num_births","low_birthweight.num_live_births","low_birthweight.pct_lbw","adult_smoking.pct_smokers","adult_obesity.pct_obese","food_environment_index","physical_inactivity.pct_physically_inactive","access_to_exercise_opportunities.num_with","access_to_exercise_opportunities.pct_with","excessive_drinking.pct","alcohol_impaired_driving_deaths.num","alcohol_impaired_driving_deaths.num","alcohol_impaired_driving_deaths.pct","sexually_transmitted_infections.num_chlamydia_cases","sexually_transmitted_infections.chlamydia_rate","teen_births","teen_births.population","teen_births.birth_rate","uninsured.num","uninsured.pct","primary_care_physicians.num","primary_care_physicians.pcp_rate","dentists.num","dentists.dentist_rate","mental_health_providers.num","mental_health_providers.mhp_rate","previous_mental_health_providers_data_used_to_calculate_rankings.num","previous_mental_health_providers_data_used_to_calculate_rankings.mhp_rate","preventable_hospital_stays.num_medicare_enrollees","preventable_hospital_stays.hosp__rate","diabetic_monitoring.num_diabetics","diabetic_monitoring.pct_receiving_hba1c","mammography_screening.num_medicare_enrollees","mammography_screening.pct","high_school_graduation.rate","some_college.num","some_college.population","some_college.pct","unemployment.num_unemployed","unemployment.labor_force","unemployment.pct_unemployed","children_in_poverty.num","children_in_poverty.pct","income_inequality.ratio","children_in_single_parent_households.num","children_in_single_parent_households.num","children_in_single_parent_households.pct","social_associations.num","social_associations.association_rate","violent_crime.num_crimes","violent_crime.rate","injury_deaths.num","injury_deaths.death_rate","air_pollution_particulate_matter.average_daily_pm2_5","drinking_water_violations.pop__in_viol","drinking_water_violations.pct_pop_in_viol","severe_housing_problems.num_households_with","severe_housing_problems.pct","driving_alone_to_work.num_drive","driving_alone_to_work.num_workers","driving_alone_to_work.pct_drive","long_commute_driving_alone.num_workers_who_drive","long_commute_driving_alone.pct_drives","Year"
"08045","Colorado","Garfield",404,5750.83,16.5,3.2,2.8,484,6527,7.4153516164,18.4,19.8,7.8,11.2,49310,87.446133111,18.3,23,46,50,189,331.9,604,11983,50.404740048,12152,23.939167093,40,70.23335,39,68.06045,95,165.78828,104,181.49454,3141,31.94,185,89.72972973,252,59.920634921,74.583657588,9003,16802,53.582906797,2224,32641,6.8135167427,2443,16.4,3.741778053,3429,15074,22.74777763,56,9.8326690429,70,146.59992879,214,75.846181109,12.29,759,1.7741935484,4020,19.915779044,18852,28220,66.80368533,18852,31.1,2015
"08047","Colorado","Gilpin",51,5209.36,NA,NA,NA,33,312,10.576923077,16.9,19.3,8.4,18.7,4611,84.745451204,18.6,0,3,0,6,109.3,13,712,18.258426966,514,10.686070686,2,36.42324,NA,NA,4,71.41582,4,71.41582,NA,NA,23,91.304347826,28,53.571428571,NA,1253,1594,78.60727729,205,3600,5.6944444444,97,10.3,4.0559347238,365,1026,35.575048733,3,5.4634857039,16.333333333,296.61016949,11,41.08003137,13.18,0,0,475,19.467213115,2277,3009,75.672981057,2277,52.3,2015
"08049","Colorado","Grand",105,5104.42,NA,2.1,4,100,944,10.593220339,21.9,18.7,8,14.5,10969,73.900154955,22,4,10,40,12,84.5,59,2471,23.876972885,2244,18.092397001,11,77.49207,4,27.99356,15,104.97586,17,118.97264,1404,28.15,74,77.027027027,136,56.617647059,79.830508475,2333,3859,60.456076704,506,8622,5.8687079564,423,16.4,3.2494025833,672,2826,23.779193206,23,16.202888341,38.5,257.13808649,40,54.712077691,13.37,0,0,715,13.789778206,5636,8203,68.706570767,5636,22.3,2015
"08051","Colorado","Gunnison",95,5331.05,7,2.7,2.5,106,1130,9.3805309735,13.8,16,7.6,12,14634,95.497259201,26.5,4,20,20,43,277.9,54,3716,14.531754575,2784,21.196893559,9,58.15832,6,38.6922,21,135.42271,22,141.87141,1472,35.76,74,56.756756757,143,62.237762238,87.5,3364,4262,78.930079775,521,8787,5.929213611,510,18.1,4.2116283417,730,2820,25.886524823,32,20.678513732,39,251.41825683,43,55.980107534,11.68,132.5,0.8346456693,1395,21.968503937,4727,8677,54.477353924,4727,17.5,2015
"08053","Colorado","Hinsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,6.2,16.7,580,68.801897983,NA,1,2,50,NA,NA,NA,NA,NA,129,20.124804992,1,123.45679,0,0,1,123.00123,2,246.00246,NA,NA,NA,NA,NA,NA,NA,67,105,63.80952381,19,561,3.3868092692,43,31.2,3.9204055767,17,108,15.740740741,4,49.382716049,0.3333333333,39.339103068,NA,NA,11.58,0,0,25,7.8125,189,369,51.219512195,189,12.1,2015
"08055","Colorado","Huerfano",125,10915.83,29.7,NA,6.4,56,391,14.322250639,30.9,19.7,6.4,21.9,5532,82.431828342,15.7,5,17,29.411764706,18,272.9,71,1395,50.896057348,1015,21.252093802,4,60.64281,1,15.33978,9,138.05798,10,153.39776,1465,51.94,123,77.235772358,128,54.6875,NA,647,1246,51.926163724,349,3083,11.320142718,404,40.2,4.4177870315,473,1099,43.039126479,7,10.61249242,19.333333333,312.92149987,45,133.43612857,12.82,96,1.4357287071,635,20.516962843,1483,2262,65.561450044,1483,24.1,2015
"08057","Colorado","Jackson",NA,NA,NA,1.5,NA,18,77,23.376623377,NA,22.3,7.7,17.8,997,71.520803443,NA,0,2,0,NA,NA,NA,NA,NA,254,23.894637817,1,74.18398,0,0,3,219.78022,3,219.78022,NA,NA,19,89.473684211,23,73.913043478,NA,173,269,64.312267658,38,1061,3.5815268615,66,26.2,3.6458536585,78,284,27.464788732,2,14.836795252,1,71.411568674,NA,NA,13.82,0,0,90,12.244897959,465,723,64.315352697,465,25.8,2015
"08059","Colorado","Jefferson",4753,5416.71,10,2.8,2.9,3444,41252,8.3486861243,15.7,19.8,7.9,13.2,532048,99.533246156,19,63,170,37.058823529,1169,214.4,2596,118671,21.875605666,60848,13.104360223,458,83.98153,466,84.45119,1071,194.09277,1136,205.87244,33635,32.87,2101,85.483103284,2274,56.816182938,81,104756,139555,75.064311562,19292,306955,6.2849603362,14555,12.6,4.1115863142,32254,116729,27.631522587,404,7.4079778788,1234.6666667,227.8333077,1819,67.854170607,13.02,53677,12.044870098,31865,14.632746309,216414,277058,78.111442369,216414,38.2,2015
"08061","Colorado","Kiowa",NA,NA,NA,NA,NA,12,99,12.121212121,NA,23.9,4.6,20.6,18,1.2875536481,NA,0,7,0,NA,NA,11,319,34.482758621,199,17.783735478,0,0,0,0,NA,NA,NA,NA,NA,NA,20,85,NA,NA,NA,211,276,76.449275362,34,882,3.8548752834,59,20.2,4.6741499822,109,414,26.328502415,4,27.700831025,1,69.565217391,10,141.94464159,13.55,80,8.316008316,80,11.111111111,497,679,73.195876289,497,19,2015
"08063","Colorado","Kit Carson",106,7149.22,21.5,2.8,2.1,53,709,7.4753173484,17.3,26.1,7.5,23.5,6126,74.07496977,15.5,6,25,24,23,284.2,76,1662,45.728038508,1315,22.001003848,3,37.06449,1,12.44245,4,49.76981,4,49.76981,1254,54.65,105,79.047619048,91,50.549450549,NA,1194,2166,55.12465374,178,4288,4.151119403,349,19.5,4.3408026075,424,1764,24.036281179,18,22.23869533,14.333333333,177.09320044,35,85.270184671,13.67,2125,33.007145076,295,9.8169717138,2827,3712,76.158405172,2827,8.7,2015
"08065","Colorado","Lake",64,5855.48,19.1,5.2,2.6,111,745,14.899328859,14.6,19.3,5.3,16.7,7165,98.016415869,17,2,3,66.666666667,20,272.6,107,1667,64.187162567,1641,25.238388188,5,68.13846,4,54.74952,4,54.74952,4,54.74952,590,77.51,54,87.037037037,61,60.655737705,69.666666667,1188,2341,50.747543785,298,3555,8.382559775,456,26.8,3.9783783784,724,1862,38.88292159,11,14.990460616,20.333333333,273.82502132,37,100.13260805,12.12,0,0,520,19.622641509,2257,3823,59.037405179,2257,36.9,2015
"08067","Colorado","La Plata",408,5236.69,8.5,2.5,2.5,301,3994,7.5363044567,17.4,17.2,7.8,13.3,42419,82.633342424,21.3,19,59,32.203389831,139,265.3,300,12454,24.088646218,8697,19.784794577,54,103.05147,44,82.57638,162,304.03123,176,330.30553,6263,24.26,344,73.837209302,532,64.097744361,77.724950884,10563,13759,76.771567701,1662,30148,5.5128035027,1497,14.6,4.1202187927,2976,10392,28.637413395,53,10.114310796,NA,NA,199,77.417447325,10.76,2390,5.1130103651,3690,17.766008666,18131,26343,68.826633261,18131,23,2015
"08069","Colorado","Larimer",2217,4778.98,10.3,3,3.1,1902,23990,7.9283034598,14.8,19.9,7.6,12.2,280628,93.65817842,16.4,40,107,37.38317757,1039,334.6,1549,81213,19.073301072,38973,14.774812344,271,87.28224,237,75.00285,696,220.26153,754,238.61666,28583,40.68,1901,85.060494477,2396,67.445742905,82.845277361,63988,79453,80.535662593,9902,182260,5.4328980577,8189,12.7,4.5629417145,14963,64003,23.378591629,279,8.9858834669,678.66666667,222.70082725,854,56.782367944,13.76,10550,3.1137109532,22090,18.595841401,116226,153688,75.624642132,116226,24.6,2015
"08071","Colorado","Las Animas",243,10846.51,20.1,5.1,2.9,127,1172,10.836177474,29.8,23.1,6.4,20,12387,79.880054169,15.6,2,28,7.1428571429,33,220.8,198,3493,56.684798168,2041,17.881548975,10,66.91201,7,48.45632,15,103.83497,15,103.83497,2337,69.11,236,82.203389831,165,56.363636364,74.764150943,1704,3218,52.952144189,758,7659,9.8968533751,702,25.3,5.0755240444,1019,3054,33.366077276,22,14.720642355,21,136.57648283,93,120.72591323,12.9,110,0.7901731197,1220,19.197482297,4780,6332,75.489576753,4780,24.1,2015
"08073","Colorado","Lincoln",62,6362.23,NA,2.6,NA,38,409,9.2909535452,24.7,24.3,7.5,22.1,278,5.0850557893,9.1,4,29,13.793103448,8,146.7,47,1146,41.012216405,600,16.949152542,3,55.01559,5,92.08103,9,165.74586,10,184.16206,867,76.14,77,87.012987013,65,41.538461538,NA,585,1754,33.352337514,141,2950,4.7796610169,253,24.5,5.2371301419,263,963,27.310488058,7,12.836970475,8,151.63002274,31,113.69888135,13.65,0,0,245,12.694300518,1259,1719,73.240255963,1259,17.9,2015
"08075","Colorado","Logan",222,5831.85,14.9,2.9,3,118,1606,7.3474470735,25.5,23.9,7.5,20.3,18778,82.689682505,18.2,4,16,25,55,243,195,5071,38.453953855,2843,18.440682364,13,57.44333,11,48.99777,52,231.62584,53,236.08018,2801,47.52,260,89.230769231,185,62.702702703,78.428899083,2989,5588,53.489620616,615,10941,5.6210584042,777,19,4.3507267984,1316,4319,30.470016207,31,13.698024833,47.666666667,208.01210252,69,61.312623292,13.6,14324,77.52340748,1050,12.923076923,7866,10556,74.516862448,7866,14.9,2015
"08077","Colorado","Mesa",1626,7065.43,14.1,3.7,3.5,1015,13719,7.3984984328,20.1,23.2,7,17.8,121122,82.551474547,18.2,35,82,42.682926829,635,429.5,1520,34387,44.20275104,20702,17.039103846,149,100.77918,104,70.48267,310,210.09258,329,222.96922,20448,30.4,1067,88.847235239,1086,63.720073665,73.975165563,21741,36167,60.11281002,6232,76936,8.1002391598,6349,19.3,4.3818281136,10411,33879,30.729950707,132,8.9280883069,439.33333333,297.53506421,645,88.035377938,11.57,17296,11.70471579,9330,16.006176016,52078,66170,78.703339882,52078,16.1,2015
"08079","Colorado","Mineral",NA,NA,NA,2.4,NA,NA,NA,NA,NA,19.3,6.5,18.2,712,100,NA,0,3,0,NA,NA,NA,NA,NA,101,19.128787879,1,141.04372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,82,92,89.130434783,25,462,5.4112554113,13,14,4.6155933619,0,46,0,4,56.417489422,0,0,NA,NA,11.96,0,0,25,6.7567567568,234,345,67.826086957,234,14.6,2015
"08081","Colorado","Moffat",154,7440.84,16.1,4.2,3.2,132,1435,9.1986062718,21.9,27.2,7.6,24.6,9015,65.349764407,25.9,5,15,33.333333333,46,348.5,194,3193,60.757907924,2035,17.602283539,6,45.45455,6,45.79104,17,129.74128,17,129.74128,1437,69.72,140,72.857142857,103,46.601941748,82.5,1701,3311,51.374207188,505,8087,6.2445900828,548,16.4,4.5309532852,676,3525,19.177304965,17,12.878787879,22.333333333,161.57426387,64,94.452397467,13.18,0,0,875,16.370439663,4457,6557,67.973158457,4457,19.4,2015
"08083","Colorado","Montezuma",326,8496.69,14.8,3,3.9,151,2205,6.8480725624,18.7,20.8,6.9,20.4,18432,72.183277854,16.6,3,28,10.714285714,106,416.8,305,5602,54.444841128,4681,22.421803899,21,82.57638,14,54.59793,29,113.0957,32,124.79526,4206,30.64,332,76.506024096,308,54.220779221,60.218637993,3500,5597,62.533500089,975,12900,7.5581395349,1733,30.2,4.5174382099,2074,5778,35.894773278,30,11.796626165,61.333333333,238.00592428,130,102.25190149,9.97,0,0,1985,18.127853881,7939,10588,74.981110691,7939,21.8,2015
"08085","Colorado","Montrose",468,6978.55,13.7,3.3,2.8,299,3483,8.5845535458,15.5,21.9,7.1,16.6,31037,75.19381723,13.9,9,18,50,81,198.9,440,8726,50.42402017,7066,21.681497392,31,76.12032,31,76.14276,67,164.5666,72,176.84769,7127,35.77,470,80.638297872,528,63.636363636,77.94375,4856,9088,53.433098592,1792,19204,9.3313892939,2148,23.3,4.2493476515,2467,9807,25.155501173,42,10.313075506,69,165.80028675,213,103.79864038,11.08,0,0,2785,16.787221218,13262,17456,75.973877177,13262,16.8,2015
"08087","Colorado","Morgan",317,7178.81,23.6,3.5,2.7,222,3046,7.2882468812,15.4,29.8,7.7,20.4,19181,68.11676551,14.8,10,28,35.714285714,104,365.3,423,7120,59.41011236,5188,21.803816088,13,45.65889,18,63.37136,38,133.78397,41,144.34587,3400,51.97,321,81.619937695,243,58.436213992,70.682481752,3497,6918,50.549291703,957,15161,6.3122485324,1531,20.4,3.7799683809,2680,7695,34.827810266,34,11.941556617,26,93.333811968,110,78.232792342,13.64,658.5,2.5036594871,1915,18.212077984,9909,12808,77.365708932,9909,13,2015
"08089","Colorado","Otero",292,9256.96,20,3.7,3.8,165,1724,9.5707656613,20.4,27.4,5.9,20.7,13638,72.423132069,15.6,4,19,21.052631579,47,251.4,268,4902,54.671562627,2865,19.225607301,16,85.57065,4,21.38694,50,267.33679,51,272.68353,2676,81.79,291,82.130584192,165,51.515151515,82.87037037,2286,4082,56.001959824,783,8850,8.8474576271,1562,35.1,4.6011179204,2149,4485,47.915273133,31,16.579313296,49,269.15189688,85,90.557514676,13.39,3506,18.555664347,1350,18.108651911,5377,7258,74.083769634,5377,17.3,2015
"08091","Colorado","Ouray",36,3870.41,NA,2.1,NA,19,223,8.5201793722,NA,18.5,8.4,14.9,3976,89.630297565,NA,0,4,0,NA,NA,12,736,16.304347826,718,20.28821701,5,110.37528,6,131.66557,6,131.66557,6,131.66557,NA,NA,25,92,79,63.291139241,NA,603,779,77.406931964,150,2706,5.5432372506,127,16.6,3.394558267,71,632,11.234177215,7,15.452538631,2,56.585089829,15,67.805804177,11.25,0,0,465,27.514792899,1151,2086,55.177372963,1151,29.5,2015
"08093","Colorado","Park",159,6043.81,12.8,3.1,3.4,100,903,11.074197121,15.7,20.3,7.5,18.1,12667,78.162408984,20.8,6,24,25,20,124.8,30,3011,9.9634672866,2455,17.952468007,4,24.95477,2,12.40618,13,80.64016,13,80.64016,1403,17.77,95,83.157894737,141,56.737588652,75.575221239,2548,3616,70.46460177,580,8915,6.5058889512,428,15.9,3.9514889529,576,2952,19.512195122,13,8.1103000811,17.333333333,106.10945598,59,73.005345476,12.43,61,2.3800234101,1155,16.5,6131,8546,71.741165458,6131,67.7,2015
"08095","Colorado","Phillips",39,5246.97,NA,NA,2.7,23,401,5.7356608479,11.6,22,7.5,20.5,3177,71.52183701,17.4,2,6,33.333333333,9,206.1,42,1092,38.461538462,732,21.180555556,4,91.59606,1,22.95684,4,91.82736,4,91.82736,846,63.2,68,82.352941176,54,64.814814815,NA,452,922,49.023861171,98,2362,4.1490262489,185,17.3,4.258165199,254,1097,23.154056518,15,34.348523014,1.6666666667,37.255048059,21,95.820405183,13.37,0,0,275,15.363128492,1351,1957,69.034236076,1351,16.6,2015
"08097","Colorado","Pitkin",78,2835.28,NA,1.8,2.7,88,1013,8.6870681145,NA,13.3,8,10.2,16263,94.839048286,26.3,4,10,40,42,243.3,18,2392,7.525083612,2639,17.847964291,13,75.30557,10,57.54071,46,264.68727,47,270.44134,3069,17.97,105,84.761904762,302,67.549668874,97.5,4330,5239,82.649360565,691,10625,6.5035294118,254,8.9,4.3195856513,532,2964,17.948717949,34,19.695302091,24,138.63750144,51,60.017652251,11.87,0,0,1570,21.216216216,4616,9853,46.84867553,4616,19,2015
"08099","Colorado","Prowers",164,7999.7,22,4.1,3.7,110,1272,8.6477987421,19.1,26.3,6.5,23.3,6449,51.382359971,11.4,2,14,14.285714286,38,306.7,213,3320,64.156626506,2197,21.357052591,5,40.35838,7,56.95224,26,211.5369,27,219.67293,1640,75.31,211,62.559241706,124,41.129032258,67.356321839,1495,2758,54.205946338,365,6360,5.7389937107,1002,31,5.584754484,1024,3341,30.649506136,17,13.721850028,15,118.2840921,55,87.656386963,13.29,1739,13.362019286,730,14.614614615,3930,5347,73.499158407,3930,11.2,2015
"08101","Colorado","Pueblo",2155,8685.58,17.3,4.2,3.9,1325,14210,9.3244194229,23,26.5,6.2,18.8,116083,72.97925979,14.4,41,106,38.679245283,883,549,2165,37683,57.452962875,21108,16.01602513,122,75.84612,115,71.22904,574,355.52583,606,375.34608,17197,39.97,1753,84.084426697,1263,62.07442597,70.21187801,23923,38342,62.393719681,7171,74524,9.622403521,10204,27.4,4.7426843318,14944,37945,39.38331796,139,8.6414840972,855,530.32793495,693,87.163890755,13.05,494,0.31852062,10860,17.555771096,50715,63899,79.36743924,50715,18.1,2015
"08103","Colorado","Rio Blanco",66,7596.75,16.2,3.1,3.3,50,681,7.342143906,14.5,22.2,8,16.8,5225,78.382838284,17.9,6,7,85.714285714,10,145.8,66,1679,39.309112567,954,16.655027933,6,87.50182,4,58.76304,11,161.59835,12,176.28911,1808,55.42,138,78.260869565,118,50.847457627,NA,851,1635,52.048929664,232,4313,5.3790864827,195,11.7,3.6780675212,168,1579,10.639645345,8,11.666909727,11,162.36961228,37,110.09938701,12.66,0,0,210,8.4,1998,3174,62.948960302,1998,23.3,2015
"08105","Colorado","Rio Grande",176,9151.37,23.5,4.4,4.8,120,1130,10.619469027,19.7,23.5,7.8,20.2,9561,79.794692038,8.6,1,13,7.6923076923,58,485.6,195,2820,69.14893617,2099,21.355173466,8,66.98484,5,42.36211,5,42.36211,5,42.36211,1824,59.76,133,87.218045113,121,51.239669421,74.926035503,1494,2591,57.661134697,541,6230,8.683788122,809,28.9,4.091885512,729,2829,25.768822906,21,17.583521728,21.333333333,178.23326278,71,119.10153826,12.24,980,14.163896517,740,18.686868687,3610,4924,73.314378554,3610,22.6,2015
"08107","Colorado","Routt",154,4527.75,5.8,1.8,2.2,153,1699,9.0052972337,9.8,14.7,7.8,10.3,19194,81.645327321,26.5,8,18,44.444444444,59,252.8,67,4346,15.416474919,3177,15.393933521,24,102.8542,22,93.56526,57,242.41909,57,242.41909,2090,25.17,86,80.23255814,186,66.129032258,88.105022831,5465,6807,80.285000735,842,14536,5.7925151348,553,12.1,3.8619014085,1070,4752,22.516835017,31,13.285334705,47.333333333,207.8515179,94,80.407168214,13.64,1498.5,4.6729554845,1830,18.429003021,9131,13747,66.421764749,9131,20.4,2015
"08109","Colorado","Saguache",53,6609.04,21,4.8,3.1,55,490,11.224489796,15.2,22.2,2.2,18.6,2966,48.559266536,NA,4,10,40,NA,NA,85,1513,56.179775281,1617,30.735601597,5,79.31472,1,16.10825,4,64.43299,4,64.43299,792,42.69,62,80.64516129,58,34.482758621,NA,628,1242,50.563607085,325,3118,10.4233483,586,43,4.2740441857,597,1412,42.280453258,7,11.104060914,15,241.46812621,26,83.998320034,12.18,48.5,1.1499703616,570,21.150278293,1742,2796,62.303290415,1742,26.6,2015
"08111","Colorado","San Juan",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5.3,16.5,116,16.595135908,NA,1,4,25,NA,NA,NA,NA,NA,141,24.02044293,1,144.92754,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,134,201,66.666666667,38,532,7.1428571429,28,27.2,3.4143795334,13,77,16.883116883,0,0,1.3333333333,189.39393939,NA,NA,11.19,0,0,95,23.456790123,65,363,17.906336088,65,4.6,2015
"08113","Colorado","San Miguel",39,3445.25,NA,NA,NA,44,596,7.3825503356,NA,16.4,8.1,12.8,6064,82.40250034,27.4,1,6,16.666666667,11,145.1,18,1025,17.56097561,1503,21.868179834,5,65.96306,4,52.0969,16,208.3876,17,221.41183,NA,NA,31,87.096774194,60,63.333333333,NA,1841,2458,74.898291294,313,5003,6.2562462522,266,18,3.8472163939,280,1471,19.034670292,11,14.511873351,7.6666666667,102.49554367,23,61.871200301,10.65,12.5,0.0657617845,745,21.562952243,2075,4423,46.913859371,2075,20.5,2015
"08115","Colorado","Sedgwick",45,9309.46,13,3.3,3.5,10,158,6.3291139241,NA,24.2,7.9,21.4,1254,52.711223203,NA,1,6,16.666666667,NA,NA,16,434,36.866359447,387,21.393034826,2,83.92782,1,42.37288,NA,NA,NA,NA,538,55.29,39,87.179487179,31,41.935483871,20,224,367,61.035422343,67,1569,4.270235819,108,22.9,4.7553470233,214,510,41.960784314,4,16.785564415,5,207.5980901,16,134.01457408,13.4,0,0,90,8.4112149533,673,1017,66.175024582,673,24.9,2015
"08117","Colorado","Summit",108,2983.59,NA,2.2,1.9,258,2309,11.173668255,9.5,13.2,7.6,9.2,27994,100,32.9,6,23,26.086956522,98,349.5,116,3678,31.538879826,4914,19.44598338,22,78.44815,24,83.77256,58,202.45035,64,223.39349,2017,15.35,69,81.15942029,215,77.209302326,83,7645,9915,77.105395865,963,16651,5.7834364302,617,13.1,3.3876621541,1323,4807,27.52236322,22,7.8448152903,35.666666667,127.40218608,62,44.658292036,12.79,2213,3.2011919486,2330,21.181818182,10496,17110,61.344243133,10496,14.2,2015
"08119","Colorado","Teller",246,6566.25,8,3,3.3,186,1365,13.626373626,22.6,16.7,8,17,19031,81.503211991,11.3,4,11,36.363636364,41,175.3,111,4906,22.625356706,2807,14.248730964,15,64.13271,11,47.26101,26,111.70784,29,124.59721,2504,29.15,203,80.295566502,236,53.389830508,84.286231884,3108,4599,67.579908676,944,12265,7.6966979209,663,15.1,3.8668154762,1255,4600,27.282608696,30,12.826542392,39,165.28692114,81,69.974170029,12.68,1480.5,7.6985076179,1520,16.79558011,7904,10905,72.480513526,7904,51.6,2015
"08121","Colorado","Washington",56,4962.88,12.1,3.2,NA,19,300,6.3333333333,13.7,24,6.5,19.8,2067,42.937266307,NA,1,15,6.6666666667,6,125.9,34,1122,30.303030303,734,20.198128784,NA,NA,2,41.64064,2,41.64064,2,41.64064,865,59.71,74,89.189189189,52,61.538461538,NA,659,1030,63.980582524,121,2703,4.4765075842,205,19.9,4.1760914862,267,1075,24.837209302,10,20.981955518,9.6666666667,199.34011548,16,66.828168073,13.67,68.5,2.1983311938,240,11.483253589,1509,2154,70.055710306,1509,34.4,2015
"08123","Colorado","Weld",2079,5786.92,15.4,3.3,3,2069,27352,7.5643463001,17.8,25.3,7.7,17.7,203287,80.406209829,17.2,74,190,38.947368421,903,342.4,2725,66390,41.045338153,44041,19.128716312,126,47.7832,104,38.54922,423,156.79152,438,162.3515,21655,42.1,2055,88.321167883,1786,59.686450168,81.11811652,44375,71241,62.288569784,9122,127731,7.1415709577,11948,16.6,4.3842613707,18296,70525,25.942573555,191,7.2433264692,723,289.83260797,761,60.073145567,13.66,1394.5,0.649849945,16560,18.766999093,94602,119502,79.163528644,94602,36.1,2015
"08125","Colorado","Yuma",100,5137.88,12.8,2.9,1.6,70,1049,6.6730219256,17.7,24.2,7.9,20.9,6884,68.545255402,NA,2,11,18.181818182,19,187.8,103,2406,42.80964256,1942,23.45410628,8,79.0592,4,39.40498,8,78.80997,8,78.80997,1528,82.95,119,88.235294118,118,67.796610169,NA,1543,2577,59.875824602,227,6168,3.6802853437,503,18.9,3.8402883682,229,2661,8.605787298,14,13.835359225,6.3333333333,62.293039572,36,71.817583338,13.48,0,0,275,7.1614583333,3162,4581,69.024230517,3162,13.7,2015
"09001","Connecticut","Fairfield",6557,4459.11,10,2.6,2.8,5839,76408,7.6418699613,12,19.6,8.3,19.8,884243,96.445793054,20.6,87,247,35.222672065,2605,279,3639,215248,16.906080428,95351,12.100672478,831,88.98788,815,86.71098,2048,217.89459,2249,239.27976,94623,50.83,7444,84.497581945,6087,65.368818794,88.161550589,164141,236026,69.543609602,33371,471991,7.070261933,26512,11.9,5.7591424157,55704,224415,24.821870196,857,9.1772101067,2642.6666667,292.42688867,2045,44.545535339,10.64,2024.5,0.2845941037,74300,22.370084904,320740,439030,73.056510945,320740,32.1,2015
"09003","Connecticut","Hartford",8225,5746.33,10.9,3,3.1,6076,69974,8.6832251979,15,26.1,7.7,22.7,855814,95.727136264,17.7,111,316,35.126582278,4001,445.9,5409,210524,25.693032623,73501,9.8836036608,820,91.38944,856,95.29408,3310,368.48527,3590,399.65623,94889,58.41,8536,87.417994377,5891,69.190290273,79.715155556,154033,228283,67.474581988,37031,457611,8.0922442861,33936,17.4,5.0497829464,73969,199924,36.998559453,911,10.153144187,2820.3333333,323.21403332,2438,54.595909651,10.53,668.5,0.0833161446,62080,17.816553783,343954,426067,80.72767898,343954,26.7,2015
"09005","Connecticut","Litchfield",1815,5324.53,9.2,3.1,3,831,11475,7.2418300654,17.2,23.5,8.7,19.7,174455,91.853712216,18.7,23,78,29.487179487,228,121.6,487,41620,11.701105238,14157,9.1904700078,120,63.98976,110,58.84745,309,165.30783,341,182.42708,25726,54.09,2132,86.772983114,1814,65.876515987,89.607366394,27784,41825,66.429169157,7385,102740,7.1880474985,3372,9.2,4.103902607,8698,39092,22.250076742,202,10.771609876,131.66666667,111.25005633,525,55.471262716,10.72,443,0.4128707565,11855,15.501797973,80500,96849,83.119082283,80500,37.9,2015
"09007","Connecticut","Middlesex",1513,4984.92,9.4,2.8,3.2,706,10925,6.4622425629,15,23.5,8.4,20.2,156556,94.495279944,19.1,29,74,39.189189189,318,192,372,36007,10.331324465,11101,8.2662536394,128,77.29375,116,70.06439,547,330.38982,606,366.02602,20269,58.18,1591,87.932118165,1295,70.115830116,93.773758865,28909,39351,73.464460878,6164,92079,6.6942516752,2451,7.6,4.2998698587,7870,33928,23.196180146,169,10.205190759,128.66666667,119.28453998,458,55.321359118,10.32,1050.5,1.407620311,9870,14.775449102,70519,84843,83.117051495,70519,38.4,2015
"09009","Connecticut","New Haven",8169,5760.7,12.4,3.3,3.5,5677,67722,8.3828002717,16,26.9,7.6,24.1,827838,95.983776959,18.9,88,279,31.541218638,4003,463.9,5073,215419,23.549454783,79573,11.160856424,798,92.48818,602,69.81434,2759,319.96307,2957,342.92527,87463,60.69,7849,82.494585297,5254,64.427103159,81.439500266,142807,220819,64.671518302,38053,444015,8.5702059615,32169,17.7,5.169277033,66478,187470,35.46060703,724,8.3911577596,3287.6666667,406.04903136,2429,56.448333159,10.46,766.5,0.1076948043,69835,21.136821078,325346,410141,79.325402727,325346,30.9,2015
"09011","Connecticut","New London",2574,5452.25,10.7,3,2.9,1487,20338,7.3114367194,17.7,26.3,7.9,21.4,250937,91.564466987,19,49,132,37.121212121,714,260.4,1265,62863,20.123124891,21245,9.5426533472,172,62.7348,180,65.65749,743,271.01951,813,296.55298,33274,61.41,3353,82.940650164,2363,69.868810834,85.687598363,43192,68139,63.388074377,11403,144215,7.9069444926,7470,13.4,4.1667331339,18754,57647,32.532482176,250,9.1184301711,563.33333333,384.75461079,744,54.386322717,10.27,2091,0.9143741719,15670,14.629136909,108056,136625,79.0894785,108056,27.3,2015
