"STATE","COUNTYNAME","fips","Year","num.returns","married.pct","dependents.ratio","adjusted.gross.income.avg","wages.avg","farming.ratio","unemployed.ratio","dividends.ratio","business.ratio","realestate.ratio","mortgage.ratio","contributions.ratio","taxcredits.ratio"
"AL","Alabama","01000",2012,2050090,0.377646835016999,0.7489134623358,50.7928505577804,36.72122736075,0.0228916779263349,0.061963133325854,0.135033096107976,0.164792765195674,0.230775234258008,0.212985771356379,1.4824988171251,0.302625738382217
"AL","Autauga County","01001",2012,23700,0.426160337552743,0.775105485232067,50.8887341772152,38.5501265822785,0.0168776371308017,0.0527426160337553,0.135021097046413,0.140506329113924,0.243037974683544,0.234177215189873,1.2462447257384,0.333755274261603
"AL","Baldwin County","01003",2012,88490,0.43372132444344,0.630240705164425,55.3697027912758,36.7609108373828,0.013560854333823,0.0508532037518364,0.189851960673522,0.182506497909368,0.25053678381738,0.23143858063058,1.27918408859758,0.289185218668776
"AL","Barbour County","01005",2012,10050,0.32636815920398,0.818905472636816,36.9990049751244,27.1882587064677,0.0447761194029851,0.0686567164179104,0.113432835820896,0.162189054726368,0.1681592039801,0.14228855721393,0.968955223880597,0.267661691542289
"AL","Bibb County","01007",2012,7900,0.434177215189873,0.816455696202532,43.5806329113924,34.6511392405063,0.0253164556962025,0.0683544303797468,0.0746835443037975,0.146835443037975,0.168354430379747,0.164556962025316,0.969873417721519,0.306329113924051
"AL","Blount County","01009",2012,22040,0.522232304900181,0.796279491833031,45.2661070780399,34.7773593466425,0.0526315789473684,0.0639745916515427,0.0948275862068965,0.169237749546279,0.207350272232305,0.195553539019964,0.936705989110708,0.318058076225045
"AL","Bullock County","01011",2012,3790,0.179419525065963,0.912928759894459,30.1849604221636,23.4894459102902,0.0527704485488127,0.0870712401055409,0.0738786279683377,0.153034300791557,0.12401055408971,0.105540897097625,0.749868073878628,0.29287598944591
"AL","Butler County","01013",2012,8440,0.313981042654028,0.785545023696682,43.6200236966825,26.9465639810427,0.0497630331753555,0.106635071090047,0.0864928909952607,0.148104265402844,0.124407582938389,0.109004739336493,0.871090047393365,0.286729857819905
"AL","Calhoun County","01015",2012,48180,0.402864259028643,0.716064757160648,44.7593399750934,31.3919468659195,0.0157741801577418,0.068285595682856,0.117268576172686,0.143005396430054,0.188875051888751,0.175176421751764,1.19881693648817,0.297011207970112
"AL","Chambers County","01017",2012,15050,0.277076411960133,0.808637873754153,34.149634551495,27.9716943521595,0.0186046511627907,0.0877076411960133,0.0850498338870432,0.184717607973422,0.156146179401993,0.143521594684385,1.05541528239203,0.310963455149502
"AL","Cherokee County","01019",2012,9240,0.503246753246753,0.682900432900433,39.8558441558442,29.6306277056277,0.0606060606060606,0.12012987012987,0.12012987012987,0.183982683982684,0.175324675324675,0.152597402597403,0.818290043290043,0.282467532467532
"AL","Chilton County","01021",2012,17280,0.446759259259259,0.840856481481482,40.8872106481481,32.5960069444444,0.0289351851851852,0.0665509259259259,0.0850694444444444,0.170717592592593,0.177083333333333,0.163773148148148,0.994791666666667,0.295717592592593
"AL","Choctaw County","01023",2012,5260,0.397338403041825,0.796577946768061,44.419391634981,34.0212927756654,0.0570342205323194,0.0722433460076046,0.0779467680608365,0.159695817490494,0.174904942965779,0.144486692015209,1.21901140684411,0.29467680608365
"AL","Clarke County","01025",2012,10320,0.36531007751938,0.875,43.6948643410853,32.9045542635659,0.0406976744186047,0.0862403100775194,0.0998062015503876,0.179263565891473,0.179263565891473,0.161821705426357,1.36230620155039,0.288759689922481
"AL","Clay County","01027",2012,5530,0.439421338155515,0.734177215189873,36.3616636528029,28.7898734177215,0.0669077757685353,0.081374321880651,0.0904159132007233,0.148282097649186,0.157323688969259,0.133815551537071,0.922423146473779,0.282097649186257
"AL","Cleburne County","01029",2012,5750,0.502608695652174,0.826086956521739,41.8389565217391,32.6106086956522,0.0626086956521739,0.0904347826086957,0.0904347826086957,0.175652173913043,0.182608695652174,0.165217391304348,1.08434782608696,0.290434782608696
"AL","Coffee County","01031",2012,20860,0.447746883988495,0.722435282837967,50.9360977948226,36.5093959731544,0.0450623202301055,0.0465004793863854,0.137104506232023,0.140939597315436,0.209971236816874,0.197986577181208,1.23245445829338,0.311121764141898
"AL","Colbert County","01033",2012,23740,0.426284751474305,0.646588037068239,47.3101095197978,32.7962089300758,0.0303285593934288,0.0770850884582982,0.118786857624263,0.168070766638585,0.201769165964617,0.178180286436394,1.17864363942713,0.286436394271272
"AL","Conecuh County","01035",2012,5080,0.328740157480315,0.797244094488189,35.9385826771654,26.1978346456693,0.0669291338582677,0.0826771653543307,0.0748031496062992,0.155511811023622,0.125984251968504,0.100393700787402,0.732677165354331,0.251968503937008
