"fips","Age.Grouping","Year","Unreliable","County","Deaths","Population","Death.per.100k"
"01051","SENIOR",2010,0,"Elmore County, AL",479,9436,5076.30351844002
"01051","YOUTH",2010,NA,NA,NA,NA,NA
"01053","ADULT",2010,0.336848196489423,"Escambia County, AL",107,15553,687.970166527358
"01053","SENIOR",2010,0,"Escambia County, AL",299,5812,5144.5285615967
"01053","YOUTH",2010,NA,NA,NA,NA,NA
"01055","ADULT",2010,0.218847083189506,"Etowah County, AL",374,55043,679.468778954635
"01055","SENIOR",2010,0,"Etowah County, AL",980,16508,5936.51562878604
"01055","YOUTH",2010,1,"Etowah County, AL",12,1283,935.307872174591
"01057","ADULT",2010,0.298013245033113,"Fayette County, AL",62,7097,873.608567000141
"01057","SENIOR",2010,0,"Fayette County, AL",178,3084,5771.72503242542
"01057","YOUTH",2010,NA,NA,NA,NA,NA
"01059","ADULT",2010,0.34322728763529,"Franklin County, AL",101,12196,828.14037389308
"01059","SENIOR",2010,0,"Franklin County, AL",287,4825,5948.18652849741
"01059","YOUTH",2010,NA,NA,NA,NA,NA
"01061","ADULT",2010,0.308136909599928,"Geneva County, AL",76,11073,686.354194888467
"01061","SENIOR",2010,0,"Geneva County, AL",245,4674,5241.76294394523
"01061","YOUTH",2010,NA,NA,NA,NA,NA
"01063","ADULT",2010,1,"Greene County, AL",11,1360,808.823529411765
"01063","SENIOR",2010,0.135488308115543,"Greene County, AL",61,1454,4195.32324621733
"01063","YOUTH",2010,NA,NA,NA,NA,NA
"01065","ADULT",2010,0,"Hale County, AL",56,4611,1214.4870960746
"01065","SENIOR",2010,0,"Hale County, AL",129,2370,5443.03797468354
"01065","YOUTH",2010,NA,NA,NA,NA,NA
"01067","ADULT",2010,1,"Henry County, AL",34,5144,660.964230171073
"01067","SENIOR",2010,0,"Henry County, AL",159,3044,5223.39027595269
"01067","YOUTH",2010,NA,NA,NA,NA,NA
"01069","ADULT",2010,0,"Houston County, AL",257,53478,480.571449942032
"01069","SENIOR",2010,0,"Houston County, AL",710,14675,4838.1601362862
"01069","YOUTH",2010,NA,NA,NA,NA,NA
"01071","ADULT",2010,0.208336274440601,"Jackson County, AL",169,28334,596.456553963436
"01071","SENIOR",2010,0,"Jackson County, AL",447,8773,5095.17838823664
"01071","YOUTH",2010,NA,NA,NA,NA,NA
"01073","ADULT",2010,0,"Jefferson County, AL",1960,399189,490.995493362793
"01073","SENIOR",2010,0,"Jefferson County, AL",4706,86443,5444.04983630832
"01073","YOUTH",2010,0,"Jefferson County, AL",144,53586,268.726906281491
"01075","ADULT",2010,0.517564402810304,"Lamar County, AL",43,4270,1007.02576112412
"01075","SENIOR",2010,0,"Lamar County, AL",150,2732,5490.4831625183
"01075","YOUTH",2010,NA,NA,NA,NA,NA
"01077","ADULT",2010,0.217407021498288,"Lauderdale County, AL",264,47027,561.379632976801
"01077","SENIOR",2010,0,"Lauderdale County, AL",792,15553,5092.26515784736
"01077","YOUTH",2010,1,"Lauderdale County, AL",12,990,1212.12121212121
"01079","ADULT",2010,0.321571826772724,"Lawrence County, AL",128,14709,870.215514310966
"01079","SENIOR",2010,0,"Lawrence County, AL",240,4999,4800.96019203841
"01079","YOUTH",2010,NA,NA,NA,NA,NA
"01081","ADULT",2010,0.239128956198422,"Lee County, AL",270,88216,306.066926634624
"01081","SENIOR",2010,0,"Lee County, AL",529,12716,4160.11324315823
"01081","YOUTH",2010,1,"Lee County, AL",10,1786,559.910414333707
"01083","ADULT",2010,0.239619245863961,"Limestone County, AL",193,46119,418.482621045556
"01083","SENIOR",2010,0,"Limestone County, AL",437,10187,4289.7810935506
"01083","YOUTH",2010,NA,NA,NA,NA,NA
"01085","ADULT",2010,1,"Lowndes County, AL",37,3372,1097.27164887307
"01085","SENIOR",2010,0,"Lowndes County, AL",93,1655,5619.33534743202
"01085","YOUTH",2010,NA,NA,NA,NA,NA
"01087","ADULT",2010,0.497024851242562,"Macon County, AL",59,5714,1032.55162758138
"01087","SENIOR",2010,0,"Macon County, AL",163,3031,5377.76311448367
"01087","YOUTH",2010,NA,NA,NA,NA,NA
"01089","ADULT",2010,0,"Madison County, AL",819,204173,401.130413913691
"01089","SENIOR",2010,0,"Madison County, AL",1763,40873,4313.36089839258
"01089","YOUTH",2010,0.858137360163475,"Madison County, AL",39,28873,135.074290859973
"01091","ADULT",2010,0,"Marengo County, AL",60,5846,1026.3427984947
"01091","SENIOR",2010,0,"Marengo County, AL",173,3424,5052.57009345794
"01091","YOUTH",2010,NA,NA,NA,NA,NA
"01093","ADULT",2010,0.45801005524176,"Marion County, AL",110,16111,682.763329402272
"01093","SENIOR",2010,0,"Marion County, AL",312,5645,5527.01505757307
"01093","YOUTH",2010,NA,NA,NA,NA,NA
"01095","ADULT",2010,0.237959628109557,"Marshall County, AL",280,47756,586.313761621576
"01095","SENIOR",2010,0,"Marshall County, AL",721,13862,5201.269658058
"01095","YOUTH",2010,0,"Marshall County, AL",20,1221,1638.00163800164
"01097","ADULT",2010,0,"Mobile County, AL",1223,243943,501.346626056087
"01097","SENIOR",2010,0,"Mobile County, AL",2752,53321,5161.19352600289
"01097","YOUTH",2010,0.912175276781416,"Mobile County, AL",73,64401,113.352277138554
"01099","ADULT",2010,0.524111282843895,"Monroe County, AL",56,6470,865.533230293663
"01099","SENIOR",2010,0,"Monroe County, AL",212,3618,5859.5909342178
"01099","YOUTH",2010,NA,NA,NA,NA,NA
"01101","ADULT",2010,0,"Montgomery County, AL",573,138482,413.772186999032
"01101","SENIOR",2010,0,"Montgomery County, AL",1343,27421,4897.70613763174
"01101","YOUTH",2010,0.839102339327756,"Montgomery County, AL",47,19963,235.43555577819
"01103","ADULT",2010,0,"Morgan County, AL",345,63992,539.129891236405
"01103","SENIOR",2010,0,"Morgan County, AL",895,16871,5304.96117598246
"01103","YOUTH",2010,NA,NA,NA,NA,NA
"01105","ADULT",2010,1,"Perry County, AL",23,2662,864.012021036814
"01105","SENIOR",2010,0,"Perry County, AL",116,1769,6557.37704918033
"01105","YOUTH",2010,NA,NA,NA,NA,NA
"01107","ADULT",2010,0.528618939261334,"Pickens County, AL",51,5713,892.700857692981
"01107","SENIOR",2010,0,"Pickens County, AL",185,3336,5545.56354916067
"01107","YOUTH",2010,NA,NA,NA,NA,NA
"01109","ADULT",2010,0.317194570135747,"Pike County, AL",88,11050,796.380090497738
"01109","SENIOR",2010,0,"Pike County, AL",212,4211,5034.43362621705
"01109","YOUTH",2010,NA,NA,NA,NA,NA
"01111","ADULT",2010,0,"Randolph County, AL",58,6427,902.442819355843
"01111","SENIOR",2010,0,"Randolph County, AL",220,3888,5658.43621399177
"01111","YOUTH",2010,NA,NA,NA,NA,NA
"01113","ADULT",2010,0.504315972725954,"Russell County, AL",189,27572,685.478021180908
"01113","SENIOR",2010,0,"Russell County, AL",350,6720,5208.33333333333
"01113","YOUTH",2010,NA,NA,NA,NA,NA
"01115","ADULT",2010,0,"St. Clair County, AL",255,46322,550.494365528259
"01115","SENIOR",2010,0,"St. Clair County, AL",491,10909,4500.87084059034
"01115","YOUTH",2010,NA,NA,NA,NA,NA
"01117","ADULT",2010,0.0890948918484462,"Shelby County, AL",344,120063,286.516245637707
"01117","SENIOR",2010,0,"Shelby County, AL",783,20627,3795.99553982644
"01117","YOUTH",2010,1,"Shelby County, AL",15,2431,617.030028794735
"01119","ADULT",2010,0.539081385979049,"Sumter County, AL",40,3723,1074.4023636852
"01119","SENIOR",2010,0,"Sumter County, AL",100,2063,4847.30974309258
"01119","YOUTH",2010,NA,NA,NA,NA,NA
"01121","ADULT",2010,0.225226241790977,"Talladega County, AL",259,44311,584.504976191013
"01121","SENIOR",2010,0,"Talladega County, AL",588,11591,5072.90138900871
"01121","YOUTH",2010,NA,NA,NA,NA,NA
"01123","ADULT",2010,0.303280096170359,"Tallapoosa County, AL",122,17469,698.379987406262
"01123","SENIOR",2010,0,"Tallapoosa County, AL",373,7193,5185.59710829974
"01123","YOUTH",2010,NA,NA,NA,NA,NA
"01125","ADULT",2010,0,"Tuscaloosa County, AL",463,120498,384.238742551744
"01125","SENIOR",2010,0,"Tuscaloosa County, AL",1081,21050,5135.3919239905
"01125","YOUTH",2010,0,"Tuscaloosa County, AL",30,2348,1277.68313458262
"01127","ADULT",2010,0,"Walker County, AL",283,35620,794.49747332959
"01127","SENIOR",2010,0,"Walker County, AL",607,10894,5571.8744262897
"01127","YOUTH",2010,NA,NA,NA,NA,NA
"01129","ADULT",2010,0.530826763695169,"Washington County, AL",39,4947,788.3565797453
"01129","SENIOR",2010,0,"Washington County, AL",156,2590,6023.16602316602
"01129","YOUTH",2010,NA,NA,NA,NA,NA
"01131","ADULT",2010,0.514533085961657,"Wilcox County, AL",37,3234,1144.09400123686
"01131","SENIOR",2010,0,"Wilcox County, AL",92,1752,5251.14155251142
"01131","YOUTH",2010,NA,NA,NA,NA,NA
"01133","ADULT",2010,0.308337303477847,"Winston County, AL",91,10495,867.079561696046
"01133","SENIOR",2010,0,"Winston County, AL",239,4333,5515.80890837757
"01133","YOUTH",2010,NA,NA,NA,NA,NA
"02020","ADULT",2010,0,"Anchorage Borough, AK",575,186478,308.347365372859
"02020","SENIOR",2010,0,"Anchorage Borough, AK",810,21139,3831.78012204929
"02020","YOUTH",2010,1,"Anchorage Borough, AK",31,25624,120.980330939744
"02050","ADULT",2010,1,"Bethel Census Area, AK",11,1453,757.05437026841
"02050","SENIOR",2010,0.704130643611912,"Bethel Census Area, AK",53,1041,5091.25840537944
"02050","YOUTH",2010,NA,NA,NA,NA,NA
"02090","ADULT",2010,0.41654144852348,"Fairbanks North Star Borough, AK",156,63223,246.745646362874
"02090","SENIOR",2010,0,"Fairbanks North Star Borough, AK",225,6375,3529.41176470588
"02090","YOUTH",2010,NA,NA,NA,NA,NA
"02110","ADULT",2010,0.687720039431066,"Juneau Borough, AK",47,14202,330.939304323335
"02110","SENIOR",2010,0,"Juneau Borough, AK",87,2635,3301.70777988615
"02110","YOUTH",2010,NA,NA,NA,NA,NA
"02122","ADULT",2010,0.272575450316116,"Kenai Peninsula Borough, AK",144,25149,572.58737921985
"02122","SENIOR",2010,0,"Kenai Peninsula Borough, AK",219,6276,3489.48374760994
"02122","YOUTH",2010,NA,NA,NA,NA,NA
"02130","ADULT",2010,1,"Ketchikan Gateway Borough, AK",31,4197,738.622825827972
"02130","SENIOR",2010,0.387710314557425,"Ketchikan Gateway Borough, AK",58,1367,4242.86759326993
"02130","YOUTH",2010,NA,NA,NA,NA,NA
"02150","ADULT",2010,1,"Kodiak Island Borough, AK",16,1515,1056.10561056106
"02150","SENIOR",2010,NA,NA,NA,NA,NA
"02150","YOUTH",2010,NA,NA,NA,NA,NA
"02170","ADULT",2010,0,"Matanuska-Susitna Borough, AK",175,37174,470.759132727175
"02170","SENIOR",2010,0,"Matanuska-Susitna Borough, AK",278,7069,3932.66374310369
"02170","YOUTH",2010,NA,NA,NA,NA,NA
"02180","ADULT",2010,1,"Nome Census Area, AK",14,895,1564.24581005587
"02180","SENIOR",2010,1,"Nome Census Area, AK",25,214,11682.2429906542
"02180","YOUTH",2010,NA,NA,NA,NA,NA
"02185","ADULT",2010,NA,NA,NA,NA,NA
"02185","SENIOR",2010,1,"North Slope Borough, AK",23,381,6036.74540682415
"02185","YOUTH",2010,NA,NA,NA,NA,NA
"02188","ADULT",2010,NA,NA,NA,NA,NA
"02188","SENIOR",2010,1,"Northwest Arctic Borough, AK",10,155,6451.61290322581
"02188","YOUTH",2010,NA,NA,NA,NA,NA
"02201","ADULT",2010,NA,NA,NA,NA,NA
"02201","SENIOR",2010,1,"Prince of Wales-Outer Ketchikan Census Area, AK",14,400,3500
"02201","YOUTH",2010,NA,NA,NA,NA,NA
"02220","ADULT",2010,NA,NA,NA,NA,NA
"02220","SENIOR",2010,1,"Sitka Borough, AK",31,432,7175.92592592593
"02220","YOUTH",2010,NA,NA,NA,NA,NA
"02240","ADULT",2010,1,"Southeast Fairbanks Census Area, AK",10,977,1023.54145342886
"02240","SENIOR",2010,1,"Southeast Fairbanks Census Area, AK",10,462,2164.50216450216
"02240","YOUTH",2010,NA,NA,NA,NA,NA
"02261","ADULT",2010,1,"Valdez-Cordova Census Area, AK",14,1472,951.086956521739
"02261","SENIOR",2010,1,"Valdez-Cordova Census Area, AK",16,551,2903.8112522686
"02261","YOUTH",2010,NA,NA,NA,NA,NA
"02270","ADULT",2010,NA,NA,NA,NA,NA
"02270","SENIOR",2010,1,"Wade Hampton Census Area, AK",20,160,12500
"02270","YOUTH",2010,NA,NA,NA,NA,NA
"02280","ADULT",2010,NA,NA,NA,NA,NA
"02280","SENIOR",2010,1,"Wrangell-Petersburg Census Area, AK",30,298,10067.1140939597
"02280","YOUTH",2010,NA,NA,NA,NA,NA
"02290","ADULT",2010,NA,NA,NA,NA,NA
"02290","SENIOR",2010,1,"Yukon-Koyukuk Census Area, AK",10,348,2873.5632183908
"02290","YOUTH",2010,NA,NA,NA,NA,NA
"04001","ADULT",2010,0.124084717738761,"Apache County, AZ",256,38103,671.863107891767
"04001","SENIOR",2010,0,"Apache County, AZ",345,8268,4172.71407837446
"04001","YOUTH",2010,1,"Apache County, AZ",15,6780,221.238938053097
"04003","ADULT",2010,0.248570782110265,"Cochise County, AZ",311,66295,469.115317897277
"04003","SENIOR",2010,0,"Cochise County, AZ",892,22688,3931.59379407616
"04003","YOUTH",2010,1,"Cochise County, AZ",15,1689,888.09946714032
"04005","ADULT",2010,0.192177732725122,"Coconino County, AZ",252,82866,304.105423213381
"04005","SENIOR",2010,0,"Coconino County, AZ",402,11924,3371.35189533714
"04005","YOUTH",2010,1,"Coconino County, AZ",15,1732,866.050808314088
"04007","ADULT",2010,0.372756397884742,"Gila County, AZ",148,25907,571.274173003435
"04007","SENIOR",2010,0,"Gila County, AZ",501,12450,4024.09638554217
"04007","YOUTH",2010,NA,NA,NA,NA,NA
"04009","ADULT",2010,0,"Graham County, AZ",62,8140,761.670761670762
"04009","SENIOR",2010,0,"Graham County, AZ",220,4261,5163.10725181882
"04009","YOUTH",2010,NA,NA,NA,NA,NA
"04011","ADULT",2010,NA,NA,NA,NA,NA
"04011","SENIOR",2010,0.216768916155419,"Greenlee County, AZ",32,489,6543.9672801636
"04011","YOUTH",2010,NA,NA,NA,NA,NA
"04012","ADULT",2010,0,"La Paz County, AZ",53,5706,928.846827900456
"04012","SENIOR",2010,0,"La Paz County, AZ",162,6683,2424.06105042646
"04012","YOUTH",2010,NA,NA,NA,NA,NA
"04013","ADULT",2010,0,"Maricopa County, AZ",6468,2234870,289.412807008909
"04013","SENIOR",2010,0,"Maricopa County, AZ",17853,462641,3858.93165543045
"04013","YOUTH",2010,0,"Maricopa County, AZ",579,1119606,51.7146210363289
"04015","ADULT",2010,0,"Mohave County, AZ",709,107908,657.041183230159
"04015","SENIOR",2010,0,"Mohave County, AZ",1957,46658,4194.35037935617
"04015","YOUTH",2010,1,"Mohave County, AZ",25,13802,181.133169105927
"04017","ADULT",2010,0,"Navajo County, AZ",332,57818,574.215642187554
"04017","SENIOR",2010,0,"Navajo County, AZ",469,14241,3293.30805420968
"04017","YOUTH",2010,1,"Navajo County, AZ",11,9090,121.012101210121
"04019","ADULT",2010,0,"Pima County, AZ",2104,571203,368.345404348367
"04019","SENIOR",2010,0,"Pima County, AZ",5980,151293,3952.59529522185
"04019","YOUTH",2010,0.574124718103615,"Pima County, AZ",138,195994,70.410318683225
"04021","ADULT",2010,0,"Pinal County, AZ",716,215472,332.293755105072
"04021","SENIOR",2010,0,"Pinal County, AZ",1508,52071,2896.04578364157
"04021","YOUTH",2010,0.801004349824946,"Pinal County, AZ",36,28277,127.311949641051
"04023","ADULT",2010,0.534112575644533,"Santa Cruz County, AZ",50,12063,414.490591063583
"04023","SENIOR",2010,0,"Santa Cruz County, AZ",193,6224,3100.89974293059
"04023","YOUTH",2010,NA,NA,NA,NA,NA
"04025","ADULT",2010,0.0882368256613206,"Yavapai County, AZ",518,115224,449.559119627855
"04025","SENIOR",2010,0,"Yavapai County, AZ",1912,50767,3766.22609175252
"04025","YOUTH",2010,1,"Yavapai County, AZ",10,1957,510.986203372509
"04027","ADULT",2010,0.53105390638202,"Yuma County, AZ",267,88765,300.794231960795
"04027","SENIOR",2010,0,"Yuma County, AZ",1008,30646,3289.17313841937
"04027","YOUTH",2010,0,"Yuma County, AZ",20,2938,680.73519400953
"05001","ADULT",2010,0.652777777777778,"Arkansas County, AR",57,7704,739.8753894081
"05001","SENIOR",2010,0,"Arkansas County, AR",196,3115,6292.13483146067
"05001","YOUTH",2010,NA,NA,NA,NA,NA
"05003","ADULT",2010,0.521660052910053,"Ashley County, AR",53,6048,876.322751322751
"05003","SENIOR",2010,0,"Ashley County, AR",183,3544,5163.65688487585
"05003","YOUTH",2010,NA,NA,NA,NA,NA
"05005","ADULT",2010,0.251197935864357,"Baxter County, AR",108,16278,663.472171028382
"05005","SENIOR",2010,0,"Baxter County, AR",528,11659,4528.69028218544
"05005","YOUTH",2010,NA,NA,NA,NA,NA
"05007","ADULT",2010,0,"Benton County, AR",363,114056,318.264712071263
"05007","SENIOR",2010,0,"Benton County, AR",1082,26986,4009.48640035574
"05007","YOUTH",2010,0,"Benton County, AR",24,3463,693.040716142073
"05009","ADULT",2010,0,"Boone County, AR",75,10126,740.667588386332
"05009","SENIOR",2010,0,"Boone County, AR",306,6673,4585.64363854338
"05009","YOUTH",2010,NA,NA,NA,NA,NA
"05011","ADULT",2010,1,"Bradley County, AR",30,3045,985.221674876847
"05011","SENIOR",2010,0,"Bradley County, AR",121,2041,5928.46643802058
"05011","YOUTH",2010,NA,NA,NA,NA,NA
"05013","ADULT",2010,NA,NA,NA,NA,NA
"05013","SENIOR",2010,1,"Calhoun County, AR",47,923,5092.09100758397
"05013","YOUTH",2010,NA,NA,NA,NA,NA
"05015","ADULT",2010,0.480851063829787,"Carroll County, AR",51,8225,620.060790273556
"05015","SENIOR",2010,0,"Carroll County, AR",193,5131,3761.45000974469
"05015","YOUTH",2010,NA,NA,NA,NA,NA
"05017","ADULT",2010,0.527752775277528,"Chicot County, AR",43,3333,1290.12901290129
"05017","SENIOR",2010,0,"Chicot County, AR",111,2149,5165.19311307585
"05017","YOUTH",2010,NA,NA,NA,NA,NA
"05019","ADULT",2010,0.533799963160803,"Clark County, AR",53,5429,976.238717995948
"05019","SENIOR",2010,0,"Clark County, AR",179,3410,5249.26686217009
"05019","YOUTH",2010,NA,NA,NA,NA,NA
"05021","ADULT",2010,0.515041845736259,"Clay County, AR",49,4421,1108.34652793486
"05021","SENIOR",2010,0,"Clay County, AR",176,3220,5465.83850931677
"05021","YOUTH",2010,NA,NA,NA,NA,NA
"05023","ADULT",2010,0,"Cleburne County, AR",54,7559,714.380209022357
"05023","SENIOR",2010,0,"Cleburne County, AR",251,6118,4102.64792415822
"05023","YOUTH",2010,NA,NA,NA,NA,NA
"05025","ADULT",2010,1,"Cleveland County, AR",12,1155,1038.96103896104
"05025","SENIOR",2010,0,"Cleveland County, AR",77,1416,5437.85310734463
"05025","YOUTH",2010,NA,NA,NA,NA,NA
"05027","ADULT",2010,0.678547182620502,"Columbia County, AR",69,8838,780.719619823489
"05027","SENIOR",2010,0,"Columbia County, AR",222,3928,5651.73116089613
"05027","YOUTH",2010,NA,NA,NA,NA,NA
"05029","ADULT",2010,0.679800617137432,"Conway County, AR",53,8426,629.005459292666
"05029","SENIOR",2010,0,"Conway County, AR",180,3592,5011.13585746102
"05029","YOUTH",2010,NA,NA,NA,NA,NA
"05031","ADULT",2010,0,"Craighead County, AR",247,48041,514.14416852272
"05031","SENIOR",2010,0,"Craighead County, AR",587,11740,5000
"05031","YOUTH",2010,NA,NA,NA,NA,NA
"05033","ADULT",2010,0.23115655984832,"Crawford County, AR",173,32173,537.717962266497
"05033","SENIOR",2010,0,"Crawford County, AR",388,8233,4712.74140653468
"05033","YOUTH",2010,NA,NA,NA,NA,NA
"05035","ADULT",2010,0.333356178466178,"Crittenden County, AR",182,29182,623.672126653417
"05035","SENIOR",2010,0,"Crittenden County, AR",296,5477,5404.41847726858
"05035","YOUTH",2010,1,"Crittenden County, AR",10,804,1243.78109452736
"05037","ADULT",2010,0.537424547283702,"Cross County, AR",42,4970,845.070422535211
"05037","SENIOR",2010,0,"Cross County, AR",135,2759,4893.07720188474
"05037","YOUTH",2010,NA,NA,NA,NA,NA
"05039","ADULT",2010,1,"Dallas County, AR",17,1179,1441.89991518236
"05039","SENIOR",2010,0,"Dallas County, AR",78,1474,5291.72320217096
"05039","YOUTH",2010,NA,NA,NA,NA,NA
"05041","ADULT",2010,0,"Desha County, AR",47,3642,1290.49972542559
"05041","SENIOR",2010,0,"Desha County, AR",85,1970,4314.72081218274
"05041","YOUTH",2010,NA,NA,NA,NA,NA
"05043","ADULT",2010,0.545416579661725,"Drew County, AR",32,4789,668.197953643767
"05043","SENIOR",2010,0,"Drew County, AR",122,2735,4460.69469835466
"05043","YOUTH",2010,NA,NA,NA,NA,NA
"05045","ADULT",2010,0.425464153099115,"Faulkner County, AR",229,70020,327.049414453013
"05045","SENIOR",2010,0,"Faulkner County, AR",571,11318,5045.06096483478
"05045","YOUTH",2010,1,"Faulkner County, AR",15,1541,973.393900064893
"05047","ADULT",2010,0,"Franklin County, AR",53,4887,1084.50992428893
"05047","SENIOR",2010,0,"Franklin County, AR",157,3007,5221.15064848686
"05047","YOUTH",2010,NA,NA,NA,NA,NA
"05049","ADULT",2010,1,"Fulton County, AR",35,3703,945.179584120983
"05049","SENIOR",2010,0,"Fulton County, AR",123,2742,4485.77680525164
"05049","YOUTH",2010,NA,NA,NA,NA,NA
"05051","ADULT",2010,0,"Garland County, AR",302,48489,622.82167089443
"05051","SENIOR",2010,0,"Garland County, AR",974,20098,4846.25335854314
"05051","YOUTH",2010,NA,NA,NA,NA,NA
"05053","ADULT",2010,0.555466559871846,"Grant County, AR",37,4994,740.889066880256
"05053","SENIOR",2010,0,"Grant County, AR",131,2591,5055.96294866847
"05053","YOUTH",2010,NA,NA,NA,NA,NA
"05055","ADULT",2010,0.342349397590361,"Greene County, AR",106,16600,638.55421686747
"05055","SENIOR",2010,0,"Greene County, AR",316,6034,5236.99038780245
"05055","YOUTH",2010,NA,NA,NA,NA,NA
