"fips","Age.Grouping","Year","Unreliable","County","Deaths","Population","Death.per.100k"
"01027","YOUTH",2013,NA,NA,NA,NA,NA
"01029","ADULT",2013,0,"Cleburne County, AL",48,4103,1169.8757007068
"01029","SENIOR",2013,0,"Cleburne County, AL",127,2698,4707.19051148999
"01029","YOUTH",2013,NA,NA,NA,NA,NA
"01031","ADULT",2013,0,"Coffee County, AL",83,13185,629.503223359879
"01031","SENIOR",2013,0,"Coffee County, AL",360,7916,4547.7513895907
"01031","YOUTH",2013,NA,NA,NA,NA,NA
"01033","ADULT",2013,0.458469286423606,"Colbert County, AL",188,28196,666.761242729465
"01033","SENIOR",2013,0,"Colbert County, AL",501,9859,5081.65128309159
"01033","YOUTH",2013,NA,NA,NA,NA,NA
"01035","ADULT",2013,0.481350394772665,"Conecuh County, AL",40,3673,1089.02804247209
"01035","SENIOR",2013,0,"Conecuh County, AL",113,2539,4450.5710909807
"01035","YOUTH",2013,NA,NA,NA,NA,NA
"01037","ADULT",2013,0,"Coosa County, AL",33,1812,1821.19205298013
"01037","SENIOR",2013,0,"Coosa County, AL",93,1983,4689.86384266263
"01037","YOUTH",2013,NA,NA,NA,NA,NA
"01039","ADULT",2013,0.293022317827373,"Covington County, AL",111,14876,746.1683248185
"01039","SENIOR",2013,0,"Covington County, AL",376,7405,5077.65023632681
"01039","YOUTH",2013,NA,NA,NA,NA,NA
"01041","ADULT",2013,0,"Crenshaw County, AL",29,1950,1487.17948717949
"01041","SENIOR",2013,0,"Crenshaw County, AL",123,2447,5026.56313853698
"01041","YOUTH",2013,NA,NA,NA,NA,NA
"01043","ADULT",2013,0.230012241077215,"Cullman County, AL",247,41663,592.852170991047
"01043","SENIOR",2013,0,"Cullman County, AL",694,13916,4987.06524863467
"01043","YOUTH",2013,NA,NA,NA,NA,NA
"01045","ADULT",2013,0.324563744063184,"Dale County, AL",119,18739,635.039223010833
"01045","SENIOR",2013,0,"Dale County, AL",364,7412,4910.95520777118
"01045","YOUTH",2013,NA,NA,NA,NA,NA
"01047","ADULT",2013,0.452407132954056,"Dallas County, AL",143,20917,683.654443753884
"01047","SENIOR",2013,0,"Dallas County, AL",365,6414,5690.67664483941
"01047","YOUTH",2013,NA,NA,NA,NA,NA
"01049","ADULT",2013,0.230369657826027,"DeKalb County, AL",218,36385,599.148000549677
"01049","SENIOR",2013,0,"DeKalb County, AL",543,10752,5050.22321428571
"01049","YOUTH",2013,NA,NA,NA,NA,NA
"01051","ADULT",2013,0.245830831062041,"Elmore County, AL",191,43294,441.169677091514
"01051","SENIOR",2013,0,"Elmore County, AL",551,10872,5068.06475349522
"01051","YOUTH",2013,NA,NA,NA,NA,NA
"01053","ADULT",2013,0.331713486885901,"Escambia County, AL",126,15022,838.769804287046
"01053","SENIOR",2013,0,"Escambia County, AL",321,6152,5217.81534460338
"01053","YOUTH",2013,NA,NA,NA,NA,NA
"01055","ADULT",2013,0.111994480764808,"Etowah County, AL",376,60878,617.628700022997
"01055","SENIOR",2013,0,"Etowah County, AL",981,17491,5608.59870790692
"01055","YOUTH",2013,1,"Etowah County, AL",14,1128,1241.13475177305
"01057","ADULT",2013,0.641537107656204,"Fayette County, AL",61,6818,894.690525080669
"01057","SENIOR",2013,0,"Fayette County, AL",156,3209,4861.32751636024
"01057","YOUTH",2013,NA,NA,NA,NA,NA
"01059","ADULT",2013,0.501784707871501,"Franklin County, AL",110,15969,688.834617070574
"01059","SENIOR",2013,0,"Franklin County, AL",267,5009,5330.40527051308
"01059","YOUTH",2013,NA,NA,NA,NA,NA
"01061","ADULT",2013,0.647725162488394,"Geneva County, AL",83,10770,770.659238625812
"01061","SENIOR",2013,0,"Geneva County, AL",254,4962,5118.90366787586
"01061","YOUTH",2013,NA,NA,NA,NA,NA
"01063","ADULT",2013,0,"Greene County, AL",23,1413,1627.7423920736
"01063","SENIOR",2013,0.554297135243171,"Greene County, AL",63,1501,4197.20186542305
"01063","YOUTH",2013,NA,NA,NA,NA,NA
"01065","ADULT",2013,0.642001995344197,"Hale County, AL",52,6014,864.649151978716
"01065","SENIOR",2013,0,"Hale County, AL",123,2594,4741.71164225135
"01065","YOUTH",2013,NA,NA,NA,NA,NA
"01067","ADULT",2013,0.466242561050687,"Henry County, AL",35,4873,718.243381900267
"01067","SENIOR",2013,0,"Henry County, AL",145,3450,4202.89855072464
"01067","YOUTH",2013,NA,NA,NA,NA,NA
"01069","ADULT",2013,0.325662251655629,"Houston County, AL",301,60400,498.344370860927
"01069","SENIOR",2013,0,"Houston County, AL",792,16162,4900.38361588912
"01069","YOUTH",2013,1,"Houston County, AL",11,1229,895.036615134255
"01071","ADULT",2013,0.453222755710752,"Jackson County, AL",181,27492,658.373344973083
"01071","SENIOR",2013,0,"Jackson County, AL",473,9554,4950.80594515386
"01071","YOUTH",2013,1,"Jackson County, AL",11,545,2018.34862385321
"01073","ADULT",2013,0,"Jefferson County, AL",2032,398151,510.359135102009
"01073","SENIOR",2013,0,"Jefferson County, AL",4804,91632,5242.70997031605
"01073","YOUTH",2013,0.40761684394442,"Jefferson County, AL",152,84707,179.442076805931
"01075","ADULT",2013,0.497395187298437,"Lamar County, AL",39,4031,967.501860580501
"01075","SENIOR",2013,0,"Lamar County, AL",169,2829,5973.84234711912
"01075","YOUTH",2013,NA,NA,NA,NA,NA
"01077","ADULT",2013,0.224207467799991,"Lauderdale County, AL",264,46118,572.444598638276
"01077","SENIOR",2013,0,"Lauderdale County, AL",839,16587,5058.1780912763
"01077","YOUTH",2013,NA,NA,NA,NA,NA
"01079","ADULT",2013,0.447434678005931,"Lawrence County, AL",123,17873,688.188888267219
"01079","SENIOR",2013,0,"Lawrence County, AL",262,5486,4775.7929274517
"01079","YOUTH",2013,NA,NA,NA,NA,NA
"01081","ADULT",2013,0.299576899829661,"Lee County, AL",320,72796,439.584592560031
"01081","SENIOR",2013,0,"Lee County, AL",756,14987,5044.3717888837
"01081","YOUTH",2013,1,"Lee County, AL",24,14988,160.128102481986
"01083","ADULT",2013,0.497498213009292,"Limestone County, AL",186,48965,379.863167568672
"01083","SENIOR",2013,0,"Limestone County, AL",440,11961,3678.6221887802
"01083","YOUTH",2013,NA,NA,NA,NA,NA
"01085","ADULT",2013,1,"Lowndes County, AL",34,3020,1125.82781456954
"01085","SENIOR",2013,0,"Lowndes County, AL",80,1778,4499.43757030371
"01085","YOUTH",2013,NA,NA,NA,NA,NA
"01087","ADULT",2013,0.265662396170632,"Macon County, AL",68,7103,957.341968182458
"01087","SENIOR",2013,0,"Macon County, AL",153,3244,4716.39950678175
"01087","YOUTH",2013,NA,NA,NA,NA,NA
"01089","ADULT",2013,0,"Madison County, AL",819,212128,386.087645195354
"01089","SENIOR",2013,0,"Madison County, AL",1911,46062,4148.75602448873
"01089","YOUTH",2013,0.858079692066434,"Madison County, AL",47,28058,167.510157530829
"01091","ADULT",2013,0,"Marengo County, AL",55,5503,999.454842813011
"01091","SENIOR",2013,0,"Marengo County, AL",188,3688,5097.61388286334
"01091","YOUTH",2013,NA,NA,NA,NA,NA
"01093","ADULT",2013,0,"Marion County, AL",83,8532,972.808251289264
"01093","SENIOR",2013,0,"Marion County, AL",282,6009,4692.96055916126
"01093","YOUTH",2013,NA,NA,NA,NA,NA
"01095","ADULT",2013,0.110165405726153,"Marshall County, AL",320,53928,593.383770953864
"01095","SENIOR",2013,0,"Marshall County, AL",764,15045,5078.09903622466
"01095","YOUTH",2013,1,"Marshall County, AL",14,1190,1176.47058823529
"01097","ADULT",2013,0,"Mobile County, AL",1369,244718,559.419413365588
"01097","SENIOR",2013,0,"Mobile County, AL",2809,58511,4800.8066859223
"01097","YOUTH",2013,0.839646653690672,"Mobile County, AL",64,33395,191.645455906573
"01099","ADULT",2013,0.645110410094637,"Monroe County, AL",70,8876,788.643533123028
"01099","SENIOR",2013,0,"Monroe County, AL",163,3837,4248.11050299713
"01099","YOUTH",2013,NA,NA,NA,NA,NA
"01101","ADULT",2013,0,"Montgomery County, AL",646,136140,474.511532246217
"01101","SENIOR",2013,0,"Montgomery County, AL",1403,29288,4790.35782573067
"01101","YOUTH",2013,0.837125046619426,"Montgomery County, AL",38,18769,202.46150567425
"01103","ADULT",2013,0,"Morgan County, AL",351,63200,555.379746835443
"01103","SENIOR",2013,0,"Morgan County, AL",840,18536,4531.72205438066
"01103","YOUTH",2013,1,"Morgan County, AL",11,1368,804.093567251462
"01105","ADULT",2013,1,"Perry County, AL",27,2437,1107.91957324579
"01105","SENIOR",2013,0,"Perry County, AL",109,1718,6344.58672875437
"01105","YOUTH",2013,NA,NA,NA,NA,NA
"01107","ADULT",2013,0.511369645690111,"Pickens County, AL",43,5673,757.976379340737
"01107","SENIOR",2013,0,"Pickens County, AL",179,3513,5095.36009109024
"01107","YOUTH",2013,NA,NA,NA,NA,NA
"01109","ADULT",2013,0.319053409409784,"Pike County, AL",99,10691,926.012533907025
"01109","SENIOR",2013,0,"Pike County, AL",255,4604,5538.66203301477
"01109","YOUTH",2013,NA,NA,NA,NA,NA
"01111","ADULT",2013,0.500078505259852,"Randolph County, AL",59,6369,926.362066258439
"01111","SENIOR",2013,0,"Randolph County, AL",199,4272,4658.23970037453
"01111","YOUTH",2013,NA,NA,NA,NA,NA
"01113","ADULT",2013,0.532566204287516,"Russell County, AL",142,31720,447.667087011349
"01113","SENIOR",2013,0,"Russell County, AL",321,7282,4408.12963471574
"01113","YOUTH",2013,NA,NA,NA,NA,NA
"01115","ADULT",2013,0.0958678964363749,"St. Clair County, AL",292,51717,564.61124968579
"01115","SENIOR",2013,0,"St. Clair County, AL",582,12691,4585.92703490663
"01115","YOUTH",2013,NA,NA,NA,NA,NA
"01117","ADULT",2013,0.0942223660786535,"Shelby County, AL",356,123580,288.072503641366
"01117","SENIOR",2013,0,"Shelby County, AL",908,25293,3589.92606650061
"01117","YOUTH",2013,1,"Shelby County, AL",15,2401,624.739691795085
"01119","ADULT",2013,0.468661773009599,"Sumter County, AL",37,3542,1044.6075663467
"01119","SENIOR",2013,0,"Sumter County, AL",117,2116,5529.30056710775
"01119","YOUTH",2013,NA,NA,NA,NA,NA
"01121","ADULT",2013,0,"Talladega County, AL",328,43220,758.907913003239
"01121","SENIOR",2013,0,"Talladega County, AL",679,12707,5343.51145038168
"01121","YOUTH",2013,1,"Talladega County, AL",13,860,1511.62790697674
"01123","ADULT",2013,0,"Tallapoosa County, AL",161,16711,963.437256896655
"01123","SENIOR",2013,0,"Tallapoosa County, AL",354,7841,4514.73026399694
"01123","YOUTH",2013,NA,NA,NA,NA,NA
"01125","ADULT",2013,0.221447845316217,"Tuscaloosa County, AL",488,125262,389.583433124172
"01125","SENIOR",2013,0,"Tuscaloosa County, AL",1118,22926,4876.5593649132
"01125","YOUTH",2013,1,"Tuscaloosa County, AL",15,2390,627.615062761506
"01127","ADULT",2013,0,"Walker County, AL",295,34129,864.367546661197
"01127","SENIOR",2013,0,"Walker County, AL",693,11672,5937.28581220014
"01127","YOUTH",2013,NA,NA,NA,NA,NA
"01129","ADULT",2013,0.50648815653965,"Washington County, AL",41,4855,844.490216271885
"01129","SENIOR",2013,0,"Washington County, AL",166,2777,5977.67374864962
"01129","YOUTH",2013,NA,NA,NA,NA,NA
"01131","ADULT",2013,0.294904907255224,"Wilcox County, AL",71,4259,1667.05799483447
"01131","SENIOR",2013,0,"Wilcox County, AL",87,1921,4528.8912024987
"01131","YOUTH",2013,NA,NA,NA,NA,NA
"01133","ADULT",2013,0,"Winston County, AL",74,7017,1054.58173008408
"01133","SENIOR",2013,0,"Winston County, AL",212,4725,4486.77248677249
"01133","YOUTH",2013,NA,NA,NA,NA,NA
"02020","ADULT",2013,0,"Anchorage Borough, AK",678,192409,352.374369182315
"02020","SENIOR",2013,0,"Anchorage Borough, AK",851,25476,3340.39880672005
"02020","YOUTH",2013,0.808626313881841,"Anchorage Borough, AK",38,24831,153.034513309975
"02050","ADULT",2013,1,"Bethel Census Area, AK",21,3818,550.026191723415
"02050","SENIOR",2013,1,"Bethel Census Area, AK",49,1145,4279.47598253275
"02050","YOUTH",2013,NA,NA,NA,NA,NA
"02070","ADULT",2013,NA,NA,NA,NA,NA
"02070","SENIOR",2013,1,"Dillingham Census Area, AK",13,112,11607.1428571429
"02070","YOUTH",2013,NA,NA,NA,NA,NA
"02090","ADULT",2013,0.344443822008104,"Fairbanks North Star Borough, AK",174,53553,324.911769648759
"02090","SENIOR",2013,0,"Fairbanks North Star Borough, AK",244,7541,3235.64513990187
"02090","YOUTH",2013,NA,NA,NA,NA,NA
"02110","ADULT",2013,0,"Juneau Borough, AK",63,9757,645.690273649687
"02110","SENIOR",2013,0,"Juneau Borough, AK",96,3232,2970.29702970297
"02110","YOUTH",2013,NA,NA,NA,NA,NA
"02122","ADULT",2013,0.433192280566776,"Kenai Peninsula Borough, AK",125,31194,400.718086811566
"02122","SENIOR",2013,0,"Kenai Peninsula Borough, AK",239,7690,3107.93237971391
"02122","YOUTH",2013,NA,NA,NA,NA,NA
"02130","ADULT",2013,NA,NA,NA,NA,NA
"02130","SENIOR",2013,1,"Ketchikan Gateway Borough, AK",38,1622,2342.78668310728
"02130","YOUTH",2013,NA,NA,NA,NA,NA
"02150","ADULT",2013,1,"Kodiak Island Borough, AK",11,1681,654.37239738251
"02150","SENIOR",2013,1,"Kodiak Island Borough, AK",47,1122,4188.94830659537
"02150","YOUTH",2013,NA,NA,NA,NA,NA
"02170","ADULT",2013,0.24046649031685,"Matanuska-Susitna Borough, AK",220,51791,424.784228920083
"02170","SENIOR",2013,0,"Matanuska-Susitna Borough, AK",310,8678,3572.25167089191
"02170","YOUTH",2013,NA,NA,NA,NA,NA
"02180","ADULT",2013,1,"Nome Census Area, AK",25,2187,1143.11842706904
"02180","SENIOR",2013,1,"Nome Census Area, AK",20,645,3100.77519379845
"02180","YOUTH",2013,NA,NA,NA,NA,NA
"02185","ADULT",2013,NA,NA,NA,NA,NA
"02185","SENIOR",2013,1,"North Slope Borough, AK",10,311,3215.43408360129
"02185","YOUTH",2013,NA,NA,NA,NA,NA
"02220","ADULT",2013,NA,NA,NA,NA,NA
"02220","SENIOR",2013,0.860892388451444,"Sitka Borough, AK",49,1143,4286.96412948381
"02220","YOUTH",2013,NA,NA,NA,NA,NA
"02240","ADULT",2013,NA,NA,NA,NA,NA
"02240","SENIOR",2013,1,"Southeast Fairbanks Census Area, AK",24,736,3260.86956521739
"02240","YOUTH",2013,NA,NA,NA,NA,NA
"02261","ADULT",2013,NA,NA,NA,NA,NA
"02261","SENIOR",2013,1,"Valdez-Cordova Census Area, AK",15,670,2238.80597014925
"02261","YOUTH",2013,NA,NA,NA,NA,NA
"02270","ADULT",2013,NA,NA,NA,NA,NA
"02270","SENIOR",2013,1,"Wade Hampton Census Area, AK",22,390,5641.02564102564
"02270","YOUTH",2013,NA,NA,NA,NA,NA
"02280","ADULT",2013,1,"Wrangell-Petersburg Census Area, AK",10,1017,983.284169124877
"02280","SENIOR",2013,1,"Wrangell-Petersburg Census Area, AK",18,511,3522.50489236791
"02280","YOUTH",2013,NA,NA,NA,NA,NA
"02290","ADULT",2013,1,"Yukon-Koyukuk Census Area, AK",24,1584,1515.15151515152
"02290","SENIOR",2013,1,"Yukon-Koyukuk Census Area, AK",22,656,3353.65853658537
"02290","YOUTH",2013,NA,NA,NA,NA,NA
"04001","ADULT",2013,0.135652085088996,"Apache County, AZ",248,39159,633.315457493807
"04001","SENIOR",2013,0,"Apache County, AZ",358,9302,3848.63470221458
"04001","YOUTH",2013,1,"Apache County, AZ",11,962,1143.45114345114
"04003","ADULT",2013,0.260019519566792,"Cochise County, AZ",306,63526,481.692535339861
"04003","SENIOR",2013,0,"Cochise County, AZ",941,24666,3814.96797210735
"04003","YOUTH",2013,1,"Cochise County, AZ",13,1573,826.446280991736
"04005","ADULT",2013,0.226924675016323,"Coconino County, AZ",266,84235,315.783225500089
"04005","SENIOR",2013,0,"Coconino County, AZ",417,14013,2975.80817812032
"04005","YOUTH",2013,1,"Coconino County, AZ",12,1646,729.040097205346
"04007","ADULT",2013,0.195574502639058,"Gila County, AZ",166,24630,673.974827446204
"04007","SENIOR",2013,0,"Gila County, AZ",516,13681,3771.65411885096
"04007","YOUTH",2013,NA,NA,NA,NA,NA
"04009","ADULT",2013,0,"Graham County, AZ",75,7993,938.321030902039
"04009","SENIOR",2013,0,"Graham County, AZ",177,4575,3868.85245901639
"04009","YOUTH",2013,NA,NA,NA,NA,NA
"04011","ADULT",2013,NA,NA,NA,NA,NA
"04011","SENIOR",2013,1,"Greenlee County, AZ",21,476,4411.76470588235
"04011","YOUTH",2013,NA,NA,NA,NA,NA
"04012","ADULT",2013,0.434808144087706,"La Paz County, AZ",73,5108,1429.1307752545
"04012","SENIOR",2013,0,"La Paz County, AZ",173,7210,2399.4452149792
"04012","YOUTH",2013,NA,NA,NA,NA,NA
"04013","ADULT",2013,0,"Maricopa County, AZ",7071,2355616,300.176259628055
"04013","SENIOR",2013,0,"Maricopa County, AZ",19600,538350,3640.75415621807
"04013","YOUTH",2013,0,"Maricopa County, AZ",547,1121362,48.7799657915999
"04015","ADULT",2013,0.0947428051373966,"Mohave County, AZ",765,107681,710.431738189653
"04015","SENIOR",2013,0,"Mohave County, AZ",2190,52515,4170.23707512139
"04015","YOUTH",2013,NA,NA,NA,NA,NA
"04017","ADULT",2013,0.125629357925152,"Navajo County, AZ",341,57797,589.9960205547
"04017","SENIOR",2013,0,"Navajo County, AZ",595,16193,3674.42722163898
"04017","YOUTH",2013,1,"Navajo County, AZ",12,8210,146.163215590743
"04019","ADULT",2013,0,"Pima County, AZ",2192,574584,381.493393481197
"04019","SENIOR",2013,0,"Pima County, AZ",6319,171121,3692.70866813541
"04019","YOUTH",2013,0.575917029303894,"Pima County, AZ",115,190043,60.5126208279179
"04021","ADULT",2013,0,"Pinal County, AZ",716,214658,333.553839130151
"04021","SENIOR",2013,0,"Pinal County, AZ",1703,66561,2558.55531016661
"04021","YOUTH",2013,1,"Pinal County, AZ",38,48241,78.7711697518708
"04023","ADULT",2013,0.502213519495999,"Santa Cruz County, AZ",51,11746,434.190362676656
"04023","SENIOR",2013,0,"Santa Cruz County, AZ",216,7210,2995.83911234397
"04023","YOUTH",2013,NA,NA,NA,NA,NA
"04025","ADULT",2013,0.0910611328726729,"Yavapai County, AZ",592,113605,521.103824655605
"04025","SENIOR",2013,0,"Yavapai County, AZ",2124,58877,3607.52076362586
"04025","YOUTH",2013,NA,NA,NA,NA,NA
"04027","ADULT",2013,0,"Yuma County, AZ",283,90459,312.848914978056
"04027","SENIOR",2013,0,"Yuma County, AZ",1011,34052,2968.98860566193
"04027","YOUTH",2013,1,"Yuma County, AZ",18,2992,601.604278074866
"05001","ADULT",2013,0.483962801290567,"Arkansas County, AR",45,5269,854.052002277472
"05001","SENIOR",2013,0,"Arkansas County, AR",160,3187,5020.3953561343
"05001","YOUTH",2013,NA,NA,NA,NA,NA
"05003","ADULT",2013,0.439684106614018,"Ashley County, AR",48,5065,947.680157946693
"05003","SENIOR",2013,0,"Ashley County, AR",188,3770,4986.7374005305
"05003","YOUTH",2013,NA,NA,NA,NA,NA
"05005","ADULT",2013,0.254901960784314,"Baxter County, AR",139,15402,902.480197376964
"05005","SENIOR",2013,0,"Baxter County, AR",536,12125,4420.61855670103
"05005","YOUTH",2013,NA,NA,NA,NA,NA
"05007","ADULT",2013,0.100245868249534,"Benton County, AR",386,137472,280.784450651769
"05007","SENIOR",2013,0,"Benton County, AR",1207,30316,3981.39596252804
"05007","YOUTH",2013,0,"Benton County, AR",21,3243,647.548566142461
"05009","ADULT",2013,0.305616740088106,"Boone County, AR",90,14528,619.493392070485
"05009","SENIOR",2013,0,"Boone County, AR",337,7202,4679.25576228825
"05009","YOUTH",2013,NA,NA,NA,NA,NA
"05011","ADULT",2013,0,"Bradley County, AR",32,1490,2147.65100671141
"05011","SENIOR",2013,0,"Bradley County, AR",132,2036,6483.30058939096
"05011","YOUTH",2013,NA,NA,NA,NA,NA
"05013","ADULT",2013,NA,NA,NA,NA,NA
"05013","SENIOR",2013,0.867256637168142,"Calhoun County, AR",55,1017,5408.06293018682
"05013","YOUTH",2013,NA,NA,NA,NA,NA
"05015","ADULT",2013,0,"Carroll County, AR",58,7979,726.90813385136
"05015","SENIOR",2013,0,"Carroll County, AR",212,5640,3758.86524822695
"05015","YOUTH",2013,NA,NA,NA,NA,NA
"05017","ADULT",2013,0.482289690069576,"Chicot County, AR",36,3162,1138.51992409867
"05017","SENIOR",2013,0,"Chicot County, AR",117,2126,5503.2925682032
"05017","YOUTH",2013,NA,NA,NA,NA,NA
"05019","ADULT",2013,0.502912621359223,"Clark County, AR",48,5150,932.038834951456
"05019","SENIOR",2013,0,"Clark County, AR",199,3550,5605.6338028169
"05019","YOUTH",2013,NA,NA,NA,NA,NA
"05021","ADULT",2013,0.513918128654971,"Clay County, AR",50,4275,1169.59064327485
"05021","SENIOR",2013,0,"Clay County, AR",179,3238,5528.10376775788
"05021","YOUTH",2013,NA,NA,NA,NA,NA
"05023","ADULT",2013,0,"Cleburne County, AR",75,7326,1023.75102375102
"05023","SENIOR",2013,0,"Cleburne County, AR",275,6376,4313.04893350063
"05023","YOUTH",2013,NA,NA,NA,NA,NA
"05025","ADULT",2013,1,"Cleveland County, AR",11,1195,920.502092050209
"05025","SENIOR",2013,0,"Cleveland County, AR",76,1580,4810.12658227848
"05025","YOUTH",2013,NA,NA,NA,NA,NA
"05027","ADULT",2013,0.654056626219367,"Columbia County, AR",61,8406,725.67213894837
"05027","SENIOR",2013,0,"Columbia County, AR",236,3948,5977.71023302938
"05027","YOUTH",2013,NA,NA,NA,NA,NA
"05029","ADULT",2013,0,"Conway County, AR",42,2870,1463.41463414634
"05029","SENIOR",2013,0,"Conway County, AR",194,3825,5071.8954248366
"05029","YOUTH",2013,NA,NA,NA,NA,NA
"05031","ADULT",2013,0,"Craighead County, AR",256,51322,498.811425899225
"05031","SENIOR",2013,0,"Craighead County, AR",610,12964,4705.33785868559
"05031","YOUTH",2013,1,"Craighead County, AR",10,1418,705.218617771509
"05033","ADULT",2013,0.233224222585925,"Crawford County, AR",165,31772,519.32519199295
"05033","SENIOR",2013,0,"Crawford County, AR",417,9136,4564.36077057793
"05033","YOUTH",2013,NA,NA,NA,NA,NA
"05035","ADULT",2013,0.497247415739237,"Crittenden County, AR",182,25249,720.820626559468
"05035","SENIOR",2013,0,"Crittenden County, AR",285,5859,4864.31131592422
"05035","YOUTH",2013,NA,NA,NA,NA,NA
"05037","ADULT",2013,0.525434642627173,"Cross County, AR",44,4659,944.40867138871
"05037","SENIOR",2013,0,"Cross County, AR",150,2965,5059.02192242833
"05037","YOUTH",2013,NA,NA,NA,NA,NA
"05039","ADULT",2013,1,"Dallas County, AR",19,1159,1639.34426229508
"05039","SENIOR",2013,0.541319666880205,"Dallas County, AR",82,1561,5253.04292120436
"05039","YOUTH",2013,NA,NA,NA,NA,NA
"05041","ADULT",2013,0.474226804123711,"Desha County, AR",41,3395,1207.65832106038
"05041","SENIOR",2013,0,"Desha County, AR",81,2057,3937.77345649003
"05041","YOUTH",2013,NA,NA,NA,NA,NA
"05043","ADULT",2013,0.514463252624813,"Drew County, AR",40,4667,857.081637025927
"05043","SENIOR",2013,0,"Drew County, AR",165,2956,5581.86738836265
"05043","YOUTH",2013,NA,NA,NA,NA,NA
"05045","ADULT",2013,0.433764146703529,"Faulkner County, AR",260,73427,354.093180982472
"05045","SENIOR",2013,0,"Faulkner County, AR",613,13052,4696.59822249464
"05045","YOUTH",2013,1,"Faulkner County, AR",11,1505,730.897009966777
"05047","ADULT",2013,0,"Franklin County, AR",40,2371,1687.05187684521
"05047","SENIOR",2013,0,"Franklin County, AR",169,3183,5309.45648759032
"05047","YOUTH",2013,NA,NA,NA,NA,NA
"05049","ADULT",2013,1,"Fulton County, AR",13,1911,680.272108843537
"05049","SENIOR",2013,0,"Fulton County, AR",130,3018,4307.48840291584
"05049","YOUTH",2013,NA,NA,NA,NA,NA
"05051","ADULT",2013,0.302353137207709,"Garland County, AR",330,54013,610.964027178642
"05051","SENIOR",2013,0,"Garland County, AR",1043,20631,5055.49900634967
"05051","YOUTH",2013,NA,NA,NA,NA,NA
"05053","ADULT",2013,0.534601375961149,"Grant County, AR",38,4942,768.919465803319
"05053","SENIOR",2013,0,"Grant County, AR",108,2852,3786.81626928471
"05053","YOUTH",2013,NA,NA,NA,NA,NA
"05055","ADULT",2013,0.344086657985083,"Greene County, AR",119,16894,704.392091866935
"05055","SENIOR",2013,0,"Greene County, AR",329,6379,5157.54820504781
"05055","YOUTH",2013,NA,NA,NA,NA,NA
"05057","ADULT",2013,0.519337016574586,"Hempstead County, AR",57,5973,954.29432446007
